Date,Location,Raw,Speakers,Description,Issue date
July 25,"Aldgate, Leman Street, Little Airlie Street","Aldgate , Leman Street , Little Airlie Street . M.F.W.S .... 8 p.m.",[],,"July 25 , 1913"
July 25,"Balham, Caistor Road","Balham , Caistor Road . Mrs. Duval 8 p.m.",['Mrs. Duval'],,"July 25 , 1913"
July 25,"Battersea, Mossbury Road","Battersea , Mossbury Road . M.P.U. Miss M. Wright , Rev. Wills 8 p.m.","['Miss M. Wright', 'Rev. Wills']",,"July 25 , 1913"
July 25,"Bow, Libra Hall, Libra Road","Bow , Libra Hall , Libra Road 8 p.m.",[],,"July 25 , 1913"
July 25,"Bow Road, Precilla Road","Bow Road , Precilla Road . M.F.W.S. Mr. Futvoye , Dr. F. Moxon 8 p.m.","['Mr. Futvoye', 'Dr. F. Moxon']",,"July 25 , 1913"
July 25,"Fashion Street, Commercial Street, E.","Fashion Street , Commercial Street , E. M.P.U. Mr. Vickery , Mr. Laski , Mr. Gray Jacobs . Chair : Mr. Rowe 8 p.m.","['Mr. Vickery', 'Mr. Laski', 'Mr. Gray Jacobs.']",,"July 25 , 1913"
July 25,Forest Gate Station,Forest Gate Station . Miss 7.15 p.m.,[],,"July 25 , 1913"
July 25,"Limehouse Town Hall, Triangle","Limehouse Town Hall , Triangle . M.I.W.S .. Mr. W. A. Willox 8 p.m.",['Mr. W. A. Willox'],,"July 25 , 1913"
July 25,"Mile End Road, Canal Bridge","Mile End Road , Canal Bridge . M.F.W.S. Mr. F. Greenfield , 8 p.m.",['Mr. F. Greenfield'],,"July 25 , 1913"
July 25,"N. Kensington, Free Library, Ladbroke Grove","N. Kensington , Free Library , Ladbroke Grove . Miss Gilliatt . Chair : Miss A. Palmer 8 p.m.",['Miss Gilliatt'],,"July 25 , 1913"
July 25,Poplar Town Hall,"Poplar Town Hall . Mrs. Cameron Swan , Mrs. Schelette , Miss Sylvia Pankhurst , Chair : Mrs. Mary Leigh ... 8 p.m.","['Mrs. Cameron Swan', 'Mrs. Schelette', 'Miss Sylvia Pankhurst']",,"July 25 , 1913"
July 25,"Seven Sisters Road, Thane Villas","Seven Sisters Road , Thane Villas . Miss Rose Barry 8 p.m.",['Miss Rose Barry'],,"July 25 , 1913"
July 25,Sloane Square,Sloane Square . Miss Medwin . Chair : Mrs. Temple Bird 8 p.m.,['Miss Medwin'],,"July 25 , 1913"
July 25,"Whitechapel, Philpot Street, Commercial Road","Whitechapel , Philpot Street , Commercial Road . M.F.W.S. Mr. Farrington , Mr. Keys .... 8 p.m.","['Mr. Farrington', 'Mr. Keys']",,"July 25 , 1913"
July 26,"Bethnal Green Road, Salmon and Ball","Bethnal Green Road , Salmon and Ball . M.F.W.S. Mr. G. 8 p.m.",['Mr. G.'],,"July 25 , 1913"
July 26,"Bow Road, Precilla Road","Bow Road , Precilla Road . M. F.W.S .... 8 p.m.",[],,"July 25 , 1913"
July 26,Bromley Public Hall,"Bromley Public Hall . Miss Billing , Mrs. Pascoe , Mrs. Walker ... 8 p.m.","['Miss Billing', 'Mrs. Pascoe', 'Mrs. Walker']",,"July 25 , 1913"
July 26,"Dulwich, outside Public Library","Dulwich , outside Public Library . Miss Jacobs 8 p.m.",['Miss Jacobs'],,"July 25 , 1913"
July 26,Holloway Prison,"Holloway Prison . M.F.W.S. Mr. Ward Brown , Mr. Clarke , Mr. J. Quin . Chair : Mr. W. Cullen 8 p.m.","['Mr. Ward Brown', 'Mr. Clarke', 'Mr. J. Quin']",,"July 25 , 1913"
July 26,"Holloway Road, Jones Bros.","Holloway Road , Jones Bros. Mr. W. Butler Wright , Miss Darton 8 p.m.","['Mr. W. Butler Wright', 'Miss Darton']",,"July 25 , 1913"
July 26,"Ilford, Balfour Road","Ilford , Balfour Road . Miss Hopkins 8 p.m.",['Miss Hopkins'],,"July 25 , 1913"
July 26,"Mile End Road, Harford Street","Mile End Road , Harford Street . M.F.W.S. Mr. F. Greenfield , Mr. W. Poole 8 p.m.","['Mr. F. Greenfield', 'Mr. W. Poole']",,"July 25 , 1913"
July 26,Mile End Waste,Mile End Waste . M.F.W.S. Mr. Farrington . Mr. H. Hemingway 3 p.m.,"['Mr. Farrington', 'Mr. H. Hemingway']",,"July 25 , 1913"
July 26,"Palmer's Green, Alderman's Hill","Palmer's Green , Alderman's Hill . Miss Margaret Wright 8 p.m.",['Miss Margaret Wright'],,"July 25 , 1913"
July 26,"Stratford, The Grove","Stratford , The Grove . Miss Harvey . Chair : Mr. Dear .... 7.30 p.m.",['Miss Harvey'],,"July 25 , 1913"
July 26,"Wandsworth, outside Council House","Wandsworth , outside Council House . Miss Richard . Mrs. Chapman 6 p.m.","['Miss Richard', 'Mrs. Chapman']",,"July 25 , 1913"
July 26,"Whitechapel Road, New Road","Whitechapel Road , New Road . M.F. W.S. Rev. C. A. Wills , Dr. A. D. Macpherson 8 p.m.","['Rev. C. A. Wills', 'Dr. A. D. Macpherson']",,"July 25 , 1913"
July 26,"Whitechapel, Philpot Street, Commercial Road","Whitechapel , Philpot Street , Commercial Road . M.F.W.S. Mr. H. Hemingway , Mr. W. Young Chair : 8 p.m.","['Mr. H. Hemingway', 'Mr. W. Young']",,"July 25 , 1913"
July 26,Wimbledon Broadway,Wimbledon Broadway . 8 p.m.,[],,"July 25 , 1913"
July 27,"Bethnal Green Road, Club Row","Bethnal Green Road , Club Row . M.F.W.S. Mr. Dean , Mr. J. Quin 12 noon.","['Mr. Dean', 'Mr. J. Quin']",,"July 25 , 1913"
July 27,Clapham Common,Clapham Common . Miss Jacobs ... 3 p.m.,['Miss Jacobs'],,"July 25 , 1913"
July 27,Ealing Common,Ealing Common . Mrs. Bouvier ... 6 p.m.,['Mrs. Bouvier'],,"July 25 , 1913"
July 27,"Hampstead Heath, Flagstaff","Hampstead Heath , Flagstaff . Miss G. Brackenbury 3 p.m.",['Miss G. Brackenbury'],,"July 25 , 1913"
July 27,"Hyde Park, W.","Hyde Park , W. 3 p.m.",[],,"July 25 , 1913"
July 27,"Regent's Park, N.W.","Regent's Park , N.W. M.P.U. Miss M. Wright , Mr. Irving 3 p.m.","['Miss M. Wright', 'Mr. Irving']",,"July 25 , 1913"
July 27,Streatham Common,Streatham Common . Miss Naylor 4.15 p.m.,['Miss Naylor'],,"July 25 , 1913"
July 27,Trafalgar Square,Trafalgar Square . Great Mass Meeting . See page 707 4.15 p.m.,,Great Mass Meeting. See page 707,"July 25 , 1913"
July 27,Wimbledon Common,Wimbledon Common ...,[],,"July 25 , 1913"
July 28,"London Pavilion, Piccadilly Circus","London Pavilion , Piccadilly Circus , W. Miss Jane Gray Perkins , the Rev. G. Herbert Davis . Chair : Mrs. Mansel ... 3.15 pm.","['Miss Jane Gray Perkins', 'the Rev. G. Herbert Davis.']",,"July 25 , 1913"
July 29,"Bow, Obelisk","Bow , Obelisk . Miss Hughes 8 p.m.",['Miss Hughes'],,"July 25 , 1913"
July 29,"Poplar, Dock Gates","Poplar , Dock Gates ... 8 p.m.",[],,"July 25 , 1913"
July 30,"Islington, Huntingdon Street","Islington , Huntingdon Street . Miss A. Jacobs . 8 p.m.",['Miss A. Jacobs'],,"July 25 , 1913"
July 31,"Hampstead Heath, Flagstaff","Hampstead Heath , Flagstaff . Mrs. Bouvier ... 8 p.m.",['Mrs. Bouvier'],,"July 25 , 1913"
July 31,Limehouse Triangle,Limehouse Triangle . Miss Billing 8 p.m.,['Miss Billing'],,"July 25 , 1913"
July 31,"Memorial Hall, Farringdon Street, E C.","Memorial Hall , Farringdon Street , E C. Chair : Mrs. Mansel . Speakers : Mrs. Cook , Miss Guttridge 8 p.m.","['Mrs. Cook', 'Miss Guttridge']",,"July 25 , 1913"
July 31,"Palmers Green, 6, Stonard Road","Palmers Green , 6 , Stonard Road . Fireside Talks ... 7.45 p.m.",,Fireside Talks,"July 25 , 1913"
July 31,South Kensington,South Kensington . Miss E. Wylie 8 p.m.,['Miss E. Wylie'],,"July 25 , 1913"
July 25,"Dundee, Panmure Street","Dundee , Panmure Street . Miss Grant 8 p.m.",['Miss Grant'],,"July 25 , 1913"
July 25,"New nste, Shiremoor","New nste , Shiremoor . Miss Balls , Miss Wilcox 7 p.m.","['Miss Balls', 'Miss Wilcox']",,"July 25 , 1913"
July 25,"Newcastle, Chester-le-Street","Newcastle , Chester - le - Street . Miss Eden , Miss Faulkner 7 p.m.","['Miss Eden', 'Miss Faulkner']",,"July 25 , 1913"
July 25,"Newcastle, Low Fell","Newcastle , Low Fell . Mrs. Crow , Mrs. Blanche 7 p.m.","['Mrs. Crow', 'Mrs. Blanche']",,"July 25 , 1913"
July 25,"Notti gham, Commercial Square","Notti gham , Commercial Square 7 p.m.",[],,"July 25 , 1913"
July 25,"Reading, The Butts","Reading , The Butts . Miss Kelly . Chair : Miss Garrett ... 7.30 p.m.",['Miss Kelly'],,"July 25 , 1913"
July 26,"Leicester, Victoria Park Gates","Leicester , Victoria Park Gates . Miss Glidewell 7.45 p.m.",['Miss Glidewell'],,"July 25 , 1913"
July 26,"Newcastle, Byker Bank","Newcastle , Byker Bank , Mrs. Crow , Miss Willeox ... 7.30 p.m.","['Mrs. Crow', 'Miss Willeox']",,"July 25 , 1913"
July 26,"Newcastle, Gosforth","Newcastle , Gosforth . Miss Eden , Miss Rainbow 7.30 p.m.","['Miss Eden', 'Miss Rainbow']",,"July 25 , 1913"
July 26,"Southampton, St. Cuthbert's, Portswood Road","Southampton , St. Cuthbert's , Portswood Road . Garden Meeting 3.30 p.m.",,Garden Meeting,"July 25 , 1913"
July 27,"Bath, Peaseltown","Bath , Peaseltown . Miss Marie Kerr . Chair : Mr. F. Holvey 7.30 p.m.",['Miss Marie Kerr'],,"July 25 , 1913"
July 27,"Leicester, Market Place","Leicester , Market Place . Miss Glidewell 11.15 a.m.",['Miss Glidewell'],,"July 25 , 1913"
July 27,"Newcastle, Seaton Delaval","Newcastle , Seaton Delaval . Mrs. Crow , Mrs. Blanche 11 a.m.","['Mrs. Crow', 'Mrs. Blanche']",,"July 25 , 1913"
July 27,"Scarborough, West Pier","Scarborough , West Pier . Miss Ada Suffield ... 3.15 p.m.",['Miss Ada Suffield'],,"July 25 , 1913"
July 28,"Nottingham, Market Place","Nottingham , Market Place . Demonstration . Misses L. Mitchell , M. Haly , Glidewell , P. Woodlock , C. Marsh , Hutchinson , Mrs. Wright , Mrs Shepherd 7 p.m.","['Misses L. Mitchell', 'M. Haly', 'Glidewell', 'P. Woodlock', 'C. Marsh', 'Hutchinson', 'Mrs. Wright', 'Mrs Shepherd']",,"July 25 , 1913"
July 28,Whitley,"Whitley . Miss A. Suffield , Miss Key Jones ... 7.30 p.m.","['Miss A. Suffield', 'Miss Key Jones']",,"July 25 , 1913"
July 29,"Reading, 49, Market Place","Reading , 49 , Market Place . Working Women's Meeting . Miss Garrett . Chair : Mrs. Hardsley 3.15 p.m.",['Miss Garrett'],,"July 25 , 1913"
July 29,"Scarborough, South Cliff","Scarborough , South Cliff . Miss Key Jones ... 7.30 p.m.",['Miss Key Jones'],,"July 25 , 1913"
July 30,"Barrow, Ramsden Square","Barrow , Ramsden Square . Miss Grew ... 8 p.in.",['Miss Grew'],,"July 25 , 1913"
July 30,"Newcastle, 77, Blackett Street","Newcastle , 77 , Blackett Street .... 3.15 p.m.",[],,"July 25 , 1913"
