Date,Location,Raw,Speakers,Description,Issue date
FEBRUARY 29,Marple Bridge Congregational Hall,Marple Bridge Congregational Hall - Debate- Miss D. Darlington v . Miss Cordelia Moir,"['Miss D. Darlington', 'Miss Cordelia Moir']",,"FEBRUARY 29 , 1912"
FEBRUARY 29,York,York - Assembly Rooms - Annual meeting - Miss I. O. Ford,['Miss I. O. Ford'],,"FEBRUARY 29 , 1912"
FEBRUARY 29,Sevenoaks,"Sevenoaks - The Club Hall - Lady Frances Balfour , Sir J. Cockburn , K.C.M.G. , R. K. Bevington , Esq .","['Lady Frances Balfour', 'Sir J. Cockburn', 'R. K. Bevington']",,"FEBRUARY 29 , 1912"
FEBRUARY 29,Keswick,"Keswick - Battersby Lecture Hall- "" W.S. in other lands "" -Miss",,""" W.S. in other lands ""","FEBRUARY 29 , 1912"
FEBRUARY 29,Chester,Chester - Newgate,,Why men want women to have the vote,"FEBRUARY 29 , 1912"
FEBRUARY 29,Kidderminster,Kidderminster - Kingsway Hall - Miss Muriel,['Miss Muriel'],,"FEBRUARY 29 , 1912"
FEBRUARY 29,Knutsford,"Knutsford Society - Lostock Gralam - Mrs . Cooper ( Nelson ) , Mrs. J. R. Tomlinson ( chair )","['Mrs. Cooper', 'Mrs. J. R. Tomlinson']",,"FEBRUARY 29 , 1912"
FEBRUARY 29,Melton Mowbray,"Melton Mowbray - Corn Exchange - Mrs . Fawcett , Mrs. Renton , Rev. E. Beresford ( chair )","['Mrs. Fawcett', 'Mrs. Renton', 'Rev. E. Beresford']",,"FEBRUARY 29 , 1912"
FEBRUARY 29,Dover,"Dover- "" Why men want women to have the vote "" -Mr . Lupton - Miss Sidney Knight","['Mr. Lupton', 'Miss Sidney Knight']",,"FEBRUARY 29 , 1912"
FEBRUARY 29,Assembly Rooms,"Assembly Rooms Lecture , "" Joan of Arc "" -Miss A. Royden",['Miss A. Royden'],"Lecture, ""Joan of Arc""","FEBRUARY 29 , 1912"
FEBRUARY 29,Hucknall,"Hucknall Mrs. Harper's drawing - room meeting- Mrs. Cowmeadow Matters , Mrs. Langley Browne ( chair )","['Mrs. Cowmeadow Matters', 'Mrs. Langley Browne']",,"FEBRUARY 29 , 1912"
FEBRUARY 29,Swindon,Swindon G.W.R. Works - Miss K. M. S. Robertson,,,"FEBRUARY 29 , 1912"
FEBRUARY 29,Swindon,Swindon - Mrs . Ellis's drawing - room meeting - Miss K. M. S. Robertson,['Miss K. M. S. Robertson'],,"FEBRUARY 29 , 1912"
MARCH 1,Jarrow,Jarrow - Miss Best's drawing - room meeting - Miss Margaret Mein,['Miss Margaret Mein'],,"FEBRUARY 29 , 1912"
MARCH 1,Tunbridge Wells,"Tunbridge Wells - Great Hall - Mass meeting - Sir J. Cockburn , K.C.M.G. , Lord Aber- conway , Miss Frances Sterling . Sir J. Bromhead Matthews , Lady Brassey ( chair )","['Sir J. Cockburn', 'Lord Aberconway', 'Miss Frances Sterling', 'Sir J. Bromhead Matthews', 'Lady Brassey']",,"FEBRUARY 29 , 1912"
MARCH 1,York,York - Mrs . Storey's drawing - room meeting,,,"FEBRUARY 29 , 1912"
MARCH 1,West Hoathly,"West Hoathly - Village Hall - Mrs . Dempster , Miss F. de G. Merrifield ( chair )","['Mrs. Dempster', 'Miss F. de G. Merrifield']",,"FEBRUARY 29 , 1912"
MARCH 1,Swindon,Swindon G.W.R. Works - Miss K. M. S. Robertson,,,"FEBRUARY 29 , 1912"
MARCH 1,Swindon,"Swindon - Rodbourne Schools - Miss K. M. S. Robertson , Rev. T. J. Cripps , B.A. ( chair )","['Miss K. M. S. Robertson', 'Rev. T. J. Cripps']",,"FEBRUARY 29 , 1912"
MARCH 2,Preston,"Preston - Assembly Room , Public Hall - Mrs . Philip Snowden , Miss Evelyn Deakin","['Mrs. Philip Snowden', 'Miss Evelyn Deakin']",,"FEBRUARY 29 , 1912"
MARCH 2,Swindon,Swindon - Friends ' Meeting House - meeting for women - Miss K. M. S. Robertson,['Miss K. M. S. Robertson'],,"FEBRUARY 29 , 1912"
MARCH 4,Shildon,Shildon Schools - Annual meeting - Miss Margaret Mein,['Miss Margaret Mein'],,"FEBRUARY 29 , 1912"
MARCH 4,Oxford,"Oxford - Summertown Congregational Lecture Hall -Miss Helga Gill , Prof. Geldart","['Miss Helga Gill', 'Prof. Geldart']",,"FEBRUARY 29 , 1912"
