Date,Location,Raw,Speakers,Description,Hosts,Issue date
MARCH 31,London (Willesden),London ( Willesden ) -Members ' Meeting - Miss Palliser .,['Miss Palliser'],,,"MARCH 31 , 1910"
MARCH 31,Wallasey,Wallasey - Liscard Concert Hall - At Home - Miss Ashton .,['Miss Ashton'],At Home,,"MARCH 31 , 1910"
MARCH 31,Rugby,Rugby - Market - Miss Gardner .,['Miss Gardner'],,,"MARCH 31 , 1910"
APRIL 1,Rugby,Rugby Co - operative Hall - Miss Fraser .,['Miss Fraser'],,,"MARCH 31 , 1910"
APRIL 1,Rugby,"Rugby Town Hall - Miss Fraser , Miss Gardner .","['Miss Fraser', 'Miss Gardner']",,,"MARCH 31 , 1910"
APRIL 1,"Salford, S.","Salford , S. - Open - air Meeting - Miss Robertson .",['Miss Robertson'],Open-air Meeting,,"MARCH 31 , 1910"
APRIL 1,Dublin,"Dublin - 35 , Molesworth Street - Lady Dockrill Townshend and Mrs. Discussion on Women's Work and Wages .",['Lady Dockrill Townshend'],,,"MARCH 31 , 1910"
APRIL 1,Filey,"Filey - Infant Schools- "" How the Vote was Won . """,,How the Vote was Won,,"MARCH 31 , 1910"
APRIL 2,Warrington,"Warrington - Parr Hall - Mrs . Snowden , Miss Abadam .","['Mrs. Snowden', 'Miss Abadam']",,,"MARCH 31 , 1910"
APRIL 2,Filey,"Filey - Infants ' Schools- "" How the Vote was Won . """,,How the Vote was Won,,"MARCH 31 , 1910"
APRIL 2,Melksham,Melksham Miss Fraser .,['Miss Fraser'],,,"MARCH 31 , 1910"
APRIL 4,Bury,"Bury Textile Hall - Mrs . Snowden , Miss Ashton .","['Mrs. Snowden', 'Miss Ashton']",,,"MARCH 31 , 1910"
APRIL 4,Heywood,Heywood - Members ' Meeting - Miss Robertson .,['Miss Robertson'],,,"MARCH 31 , 1910"
APRIL 4,Plymouth,Plymouth Corn Exchange - Miss Helen Fraser .,['Miss Helen Fraser'],,,"MARCH 31 , 1910"
APRIL 4,Plymouth,Plymouth Drawing - room Meeting - Miss Fraser .,['Miss Fraser'],Drawing-room Meeting,,"MARCH 31 , 1910"
APRIL 5,Coventry,Coventry Priory Rooms - Miss Gardner .,['Miss Gardner'],,,"MARCH 31 , 1910"
APRIL 5,Birkenhead,"Birkenhead - Association Hall , Grange Road - Mrs . Snowden .",['Mrs. Snowden'],,,"MARCH 31 , 1910"
APRIL 5,Devonport,Devonport Drawing - room Meeting - Miss Fraser .,['Miss Fraser'],Drawing-room Meeting,,"MARCH 31 , 1910"
APRIL 5,Devonport,Devonport The Welcome - Miss Helen Fraser .,['Miss Helen Fraser'],,,"MARCH 31 , 1910"
APRIL 6,London (Windsor and Eton),London ( Windsor and Eton ) -Drawing - room Meeting - Mrs . Stanbury .,['Mrs. Stanbury'],Drawing-room Meeting,,"MARCH 31 , 1910"
APRIL 6,London (Windsor and Eton),London ( Windsor and Eton ) -Drawing - room Meeting .,,Drawing-room Meeting,,"MARCH 31 , 1910"
APRIL 6,Birmingham,Birmingham - Bull Ring - Miss McHardy .,['Miss McHardy'],,,"MARCH 31 , 1910"
APRIL 6,Burton-on-Trent,Burton - on - Trent - Miss Gardner,['Miss Gardner'],,,"MARCH 31 , 1910"
APRIL 6,Tunbridge Wells,Tunbridge Wells - Miss Power's Drawing - room Meeting- Madame Sarah Grand .,['Madame Sarah Grand'],Drawing-room Meeting,['Miss Power'],"MARCH 31 , 1910"
APRIL 6,Nottingham,"Nottingham - 36 , Bridlesmith Gate - At Home - Tea and Cocoa .",,At Home. Tea and Cocoa,,"MARCH 31 , 1910"
APRIL 6,Salford,Salford - Central Mission Hall - Mrs . Snowden .,['Mrs. Snowden'],,,"MARCH 31 , 1910"
APRIL 6,Gloucester,Gloucester - Northgate Mansions - Lantern Lecture - Miss Mason .,['Miss Mason'],Lantern Lecture,,"MARCH 31 , 1910"
APRIL 6,Edinburgh,"Edinburgh - Sheildaig , Hermitage Drive - Dr . E. Inglis .",['Dr. E. Inglis'],,,"MARCH 31 , 1910"
APRIL 6,Chippenham,Chippenham Miss Fraser .,['Miss Fraser'],,,"MARCH 31 , 1910"
APRIL 7,Dublin,"Dublin 35 , Molesworth Street - Committee Meeting .",,Committee Meeting,,"MARCH 31 , 1910"
APRIL 7,West Bromwich,West Bromwich - Free Library - At Home .,,At Home,,"MARCH 31 , 1910"
APRIL 7,Swindon,Swindon - Miss Fraser .,['Miss Fraser'],,,"MARCH 31 , 1910"
APRIL 8,Wakefield,"Wakefield Music Saloon - Miss Royden , Miss Fielden .","['Miss Royden', 'Miss Fielden']",,,"MARCH 31 , 1910"
APRIL 8,Bradford-on-Avon,Bradford - on - Avon - Miss Fraser .,['Miss Fraser'],,,"MARCH 31 , 1910"
