Date,Location,Raw,Speakers,Description,Hosts,Issue date
JULY 18,"London, East Dulwich","Thurlow Dulwich Garden Meeting at 130 , Park Road , East Dulwich - Hostess , Mrs. Moore - Speaker , Mrs. Gimingham , M.A.","['Mrs. Gimingham, M.A.']",,,"JULY 18 , 1913"
JULY 18,"London, Walworth","Walworth Liverpool Street , Walworth Road - Open - air Meeting - Speakers , Mr. Sargeant , Miss R. Young , Miss Hewitt","['Mr. Sargeant', 'Miss R. Young', 'Miss Hewitt']",,,"JULY 18 , 1913"
JULY 18,"London, Holborn and South St. Pancras","Holborn and South St. Pancras Social Meeting for poor working women , 25 , Cartwright Gardens , Euston Road , W.C. - Speaker , Miss Emily Hill , P.L.G.","['Miss Emily Hill, P.L.G.']",,,"JULY 18 , 1913"
JULY 19,Richmond,Richmond - Open - air Meeting at Heron's Court,,Open-air meeting,,"JULY 18 , 1913"
JULY 21,Ewell,"Ewell "" At Home , "" "" Huon , "" Cheam Road , Ewell - Hostess , Mrs. Homan - Address on Buda Pesth Congress",[],,['Mrs. Homan'],"JULY 18 , 1913"
JULY 21,Enfield,"Enfield Garden Meeting at St. Matthew's Vicarage , South Street , Ponders End - Speakers , Rev. T. A. Lacey , and a Speaker on the Pilgrimage",['Rev. T. A. Lacey'],,,"JULY 18 , 1913"
JULY 21,West Southwark,"West Southwark - Open - air Meeting , Surrey Square , Old Kent Road - Speakers , Miss A. E. Gloyn , Miss Dawson","['Miss A. E. Gloyn', 'Miss Dawson']",,,"JULY 18 , 1913"
JULY 22,Hammersmith,"Hammersmith - Open - air Meeting in the Grove - Speakers , Miss Ruth Young , Miss Walshe , Mr. Westcott ( Hammersmith Labour Council )","['Miss Ruth Young', 'Miss Walshe', 'Mr. Westcott']",,,"JULY 18 , 1913"
JULY 23,Brixton Road,"Brixton Road - South London Committee "" At Home to Members and Friends , Trade Union Hall Speaker , Miss J H. Thomson , M.A. ( Executive Committee , L.S.W.S . ) - Chair , Miss I. B. O'Malley ( Executive Committee , N.U.W.S.S. and L.S.W.S. )","['Miss J H. Thomson, M.A.']",,,"JULY 18 , 1913"
JULY 23,Cobham,Cobham - Open - air Meeting,,,,"JULY 18 , 1913"
JULY 23,East and West St. Pancras,"East and West St. Pancras - Open - air Meeting , Cobden Statue - Speakers , Miss P. Fawcett , Miss Bagenal","['Miss P. Fawcett', 'Miss Bagenal']",,,"JULY 18 , 1913"
JULY 23,Esher,"Esher - Open - air Meeting - Chair , Miss Martineau - Speaker , Miss Courtney",['Miss Courtney'],,,"JULY 18 , 1913"
JULY 24,Kingston,"Kingston - Meeting at Kingston Railway Yard - Speakers , Miss Ward and others",['Miss Ward'],,,"JULY 18 , 1913"
JULY 24,Slough,"Slough - Open - air Meeting - Speakers , Miss Sterling , Miss Walford , Miss Fielden , and others","['Miss Sterling', 'Miss Walford', 'Miss Fielden']",,,"JULY 18 , 1913"
JULY 24,Romford,"Romford - Open - air Meeting , The place - Speakers , Miss Bagenal and others",['Miss Bagenal'],,,"JULY 18 , 1913"
JULY 24,Blackheath,"Blackheath Whitfield's Mount Open - air Meeting Speakers , Miss Royden and others",['Miss Royden'],,,"JULY 18 , 1913"
JULY 24,Richmond,"Richmond Open - air Meeting - Speakers , Miss Sterling , Mrs. Corbett Ashby , and others","['Miss Sterling', 'Mrs. Corbett Ashby']",,,"JULY 18 , 1913"
JULY 24,Uxbridge,Uxbridge The Pump - Open air Meeting - Speakers . Miss Rinder and others,['Miss Rinder'],,,"JULY 18 , 1913"
